date,time,ticker,exp,strike,cp,entry,proceeds,ratio,blended_ret_pct,nsells,dte,roll_depth,category,tags
2026-05-18,14:03,QQQ,05-20,505,P,4.93,7.06,1.432,43.2,3,2,0,put_breakdown,LOTTO
2026-05-18,18:21,QQQ,05-20,697,P,4.26,5.02,1.178,17.8,3,2,1,put_breakdown,ROLL
2026-05-19,14:51,QQQ,05-20,693,P,3.29,0,0,-100,0,1,1,put_breakdown,ROLL
2026-05-20,13:33,QQQ,05-22,710,C,5.3,7.14,1.347,34.7,2,2,2,earnings_lotto,LOTTO;EARN
2026-05-21,17:20,QQQ,05-22,715,C,3,4.52,1.507,50.7,3,1,1,roll1,ROLL
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,0,0.000,-100,0,,0,export_dropped_total_loss,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,1,1.000,0,0,,0,export_dropped_breakeven,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,1,1.000,0,0,,0,export_dropped_breakeven,CORRECTION
2099-01-01,00:00,CORRECTION,,,,1,1,1.000,0,0,,0,export_dropped_breakeven,CORRECTION
